Speed,LapDistPct,Lat,Lon,Brake,Throttle,RPM,SteeringWheelAngle,Gear,Clutch,ABSActive,DRSActive,LatAccel,LongAccel,VertAccel,Yaw,YawRate,PositionType
50.134,0.0113927135,36.58617657930413,-121.75687055781681,0,1,6079.3228,0.060051087,5,1,false,false,2.2054067,1.8697386,11.17306,-0.0989161,0.07099474,3
50.15646,0.011628132,36.586170090893155,-121.75687513930171,0,1,6080.2314,0.062375642,5,1,false,false,2.7181573,1.8625584,12.293074,-0.09776486,0.06696184,3
50.17832,0.01186365,36.58616360248218,-121.75687983246777,0,1,6083.1436,0.059663467,5,1,false,false,2.882883,1.8310734,13.113962,-0.09659108,0.07031788,3
50.19939,0.012099294,36.586157024004045,-121.75688452563382,0,1,6094.5806,0.05946966,5,1,false,false,2.5904095,1.8291696,12.380312,-0.09530519,0.0744508,3
50.221798,0.012335017,36.58615053559308,-121.75688910711872,0,1,6099.4146,0.06353813,5,1,false,false,2.5692217,1.9479213,11.870156,-0.09396955,0.073665276,3
50.24593,0.012570839,36.58614395711494,-121.75689380028479,0,1,6092.5005,0.061794415,5,1,false,false,2.8534217,2.064632,12.047835,-0.092657365,0.07262754,3
50.269917,0.012806811,36.58613746870397,-121.75689838159919,0,1,6083.964,0.06121336,5,1,false,false,3.0001853,1.9616847,12.27119,-0.091404386,0.070700906,3
50.2914,0.013042891,36.58613089008833,-121.75690307493574,0,1,6082.721,0.06470041,5,1,false,false,2.8698149,1.8151059,13.747974,-0.09021366,0.06747516,3
50.31121,0.013279049,36.58612431161019,-121.75690765625014,0,1,6092.705,0.06528146,5,1,false,false,3.2550282,1.7788655,14.391861,-0.089019686,0.06996014,3
50.330673,0.013515329,36.586117733132056,-121.75691223773504,0,1,6100.7197,0.061019555,5,1,false,false,2.9914966,1.7951734,12.415119,-0.08770442,0.075548954,3
50.35191,0.013751917,36.58611115451641,-121.75691681921994,0,1,6103.1836,0.055982634,5,1,false,false,2.7202935,1.9321296,11.945179,-0.08632872,0.0765725,3
50.37437,0.01398858,36.586104576038274,-121.75692140070484,0,1,6099.01,0.050945707,5,1,false,false,2.1688013,1.9727975,11.704931,-0.08503167,0.06864642,3
50.395584,0.0142253395,36.58609799756014,-121.75692598201924,0,1,6093.464,0.047071423,5,1,false,false,2.4633267,1.7931497,10.348547,-0.0839674,0.058641724,3
50.414253,0.014462091,36.586091419082,-121.75693056350414,0,1,6101.067,0.045327894,5,1,false,false,2.2649457,1.6824719,10.115039,-0.08308227,0.051364187,3
50.431484,0.014698871,36.586084750536706,-121.75693514498904,0,1,6115.5264,0.0509457,5,1,false,false,2.177957,1.6408536,10.351085,-0.082305245,0.047997434,3
50.448166,0.014935714,36.586078171921066,-121.75693972647395,0,1,6127.6636,0.05288321,5,1,false,false,2.1680863,1.5540813,10.2971945,-0.08151824,0.050510578,3
50.466423,0.015172616,36.58607159330542,-121.75694419610718,0,1,6144.012,0.054239288,5,1,false,false,2.2291193,1.7220876,10.339467,-0.08062784,0.05631685,3
50.486053,0.01540948,36.58606492476012,-121.75694877759209,0,1,6151.5396,0.059082046,5,1,false,false,2.1660008,1.8668067,11.519294,-0.079617195,0.06059749,3
50.50847,0.015646422,36.58605834614448,-121.75695335907699,0,1,6150.349,0.06683135,5,1,false,false,2.5788655,2.0243099,11.73727,-0.07848881,0.06592348,3
50.53198,0.01588345,36.58605167759918,-121.75695782871023,0,1,6144.5444,0.07031858,5,1,false,false,2.7095408,2.0382185,11.19388,-0.07723946,0.07159936,3
50.5554,0.016120503,36.58604500905388,-121.75696241019513,0,1,6135.9126,0.07283712,5,1,false,false,2.870317,2.0669823,11.382869,-0.07592804,0.07457424,3
50.578365,0.016357593,36.586038430438236,-121.75696687982838,0,1,6127.7246,0.073418185,5,1,false,false,2.986342,1.992225,12.728965,-0.074604556,0.07549695,3
50.599182,0.016594758,36.58603176189294,-121.75697134963212,0,1,6122.583,0.074774474,5,1,false,false,3.0838978,1.8532975,12.964321,-0.07331633,0.07419552,3
50.617588,0.01683199,36.58602509307263,-121.75697593094652,0,1,6128.373,0.07399961,5,1,false,false,2.8432093,1.7278001,11.618396,-0.07202245,0.0745869,3
50.635265,0.017069165,36.586018424527325,-121.75698040075027,0,1,6139.4854,0.07283713,5,1,false,false,3.012298,1.7567766,11.37573,-0.07075219,0.07485872,3
50.653824,0.017306408,36.58601175598203,-121.7569848703835,0,1,6141.649,0.0693499,5,1,false,false,2.841888,1.7916107,12.057064,-0.06946362,0.076119065,3
50.67255,0.017543713,36.58600499723206,-121.75698934018726,0,1,6142.3086,0.06741241,5,1,false,false,2.9808617,1.7854422,11.11084,-0.06816955,0.07693034,3
50.69053,0.017781043,36.58599832841175,-121.7569938098205,0,1,6149.81,0.06353813,5,1,false,false,2.6855876,1.7478012,10.723384,-0.06684053,0.07885854,3
50.708927,0.018018376,36.585991659866444,-121.75699827945374,0,1,6157.6313,0.060631946,5,1,false,false,2.593849,1.8206459,11.191082,-0.06549435,0.07901498,3
50.728134,0.018255772,36.58598499132115,-121.75700263740583,0,1,6157.5034,0.055982627,5,1,false,false,2.4561224,1.8321995,9.815279,-0.06417187,0.07662886,3
50.74724,0.018493263,36.58597823257118,-121.75700710720957,0,1,6159.6675,0.0524956,5,1,false,false,2.2627265,1.8090917,9.2240715,-0.06293045,0.07159207,3
50.76612,0.018730726,36.58597156375086,-121.75701157684283,0,1,6167.1533,0.0509457,5,1,false,false,2.4069276,1.8014662,9.470582,-0.061797723,0.06667698,3
50.783855,0.018968256,36.58596480500089,-121.75701593479491,0,1,6169.765,0.05365788,5,1,false,false,2.4472318,1.7204182,11.261047,-0.060749587,0.06322516,3
50.80132,0.019205857,36.58595804625092,-121.75702040459866,0,1,6179.046,0.05927585,5,1,false,false,2.872867,1.7335579,10.9621525,-0.059653327,0.06771016,3
50.819523,0.019443486,36.585951377705626,-121.75702476255074,0,1,6190.9927,0.06392537,5,1,false,false,2.6180243,1.8232887,9.01111,-0.0584323,0.07188483,3
50.841183,0.01968114,36.58594461895565,-121.75702923218398,0,1,6188.985,0.06838105,5,1,false,false,2.272299,2.0851855,7.595132,-0.057199556,0.06926874,3
50.864532,0.01991891,36.58593786020568,-121.75703359013607,0,1,6173.264,0.07380578,5,1,false,false,2.49161,2.0184286,7.8327494,-0.056140263,0.061528094,3
50.88448,0.020156786,36.585931101455714,-121.75703794808817,0,1,6165.9604,0.08078025,5,1,false,false,2.5136685,1.716683,8.053814,-0.055253994,0.05758294,3
50.896576,0.020394655,36.585924342705745,-121.75704241789191,0,1,6188.5527,0.088917345,5,1,false,false,2.531682,1.2400558,8.494098,-0.054396182,0.061707005,3
50.9083,0.020632565,36.585917583955776,-121.757046775844,0,1,6228.7275,0.09395466,5,1,false,false,2.653323,1.4214793,7.5785575,-0.05334826,0.074392825,3
50.9238,0.020870551,36.5859108252058,-121.75705113379608,0,1,6242.27,0.09724826,5,1,false,false,2.674318,1.6679457,7.7650566,-0.052065004,0.08593067,3
50.944534,0.021108594,36.58590406645583,-121.75705549174818,0,1,6240.6035,0.09957319,5,1,false,false,3.5219927,2.051861,11.441236,-0.050518196,0.10254821,3
50.96996,0.02134668,36.58589721750119,-121.75705984970027,0,1,6231.874,0.09996042,5,1,false,false,3.9674525,2.151413,11.7526245,-0.048588123,0.12080361,3
50.99392,0.021584883,36.58589045875122,-121.75706420765235,0,1,6213.9697,0.09395465,5,1,false,false,3.820963,2.1147401,9.492305,-0.046336535,0.13400404,3
51.021015,0.021823205,36.5858836100716,-121.75706845375278,0,1,6207.385,0.08581718,5,1,false,false,3.789185,2.4379766,10.481906,-0.043990172,0.13050126,3
51.047604,0.02206159,36.58587685132163,-121.75707281170487,0,1,6174.337,0.07923016,5,1,false,false,4.2232256,2.1163893,12.504493,-0.04190153,0.112047255,3
51.06732,0.022300066,36.58587000236699,-121.75707716965695,0,1,6156.8096,0.072061904,5,1,false,false,4.2354507,1.6968108,12.132386,-0.040197197,0.09280923,3
51.081257,0.022538604,36.58586315341235,-121.7570814160984,0,1,6188.948,0.06353811,5,1,false,false,4.060264,1.4550271,10.747592,-0.038700026,0.086138174,3
51.095627,0.022777198,36.585856304732715,-121.75708566202832,0,1,6205.816,0.056757294,5,1,false,false,3.7712674,1.663014,10.670356,-0.037320886,0.07928135,3
51.114067,0.023015818,36.58584954598275,-121.75708990829925,0,1,6196.839,0.05385168,5,1,false,false,3.5152037,1.8293662,11.035137,-0.036050595,0.07358116,3
51.13206,0.02325452,36.585842697028106,-121.75709426642184,0,1,6199.5317,0.051333312,5,1,false,false,3.5158396,1.7014897,11.40633,-0.034868658,0.06943937,3
51.148502,0.023493303,36.58583575814381,-121.75709851269278,0,1,6214.7007,0.04784628,5,1,false,false,3.3825264,1.6787969,10.867317,-0.033682987,0.07017004,3
51.16584,0.023732115,36.58582890918917,-121.75710264711205,0,1,6220.2144,0.045715325,5,1,false,false,3.1585197,1.7917602,10.040882,-0.03247269,0.06975992,3
51.185455,0.023971012,36.58582206023453,-121.75710689338298,0,1,6217.907,0.043584578,5,1,false,false,3.1451967,1.9040961,10.257313,-0.0312895,0.06711338,3
51.20517,0.024209995,36.5858152115549,-121.75711113931291,0,1,6214.1387,0.041453622,5,1,false,false,2.8595243,1.8488433,10.288011,-0.030190052,0.06136555,3
51.2237,0.024449062,36.58580827239559,-121.75711538558384,0,1,6214.2686,0.0397101,5,1,false,false,2.8039656,1.7560716,10.254309,-0.029216932,0.05515201,3
51.24116,0.024688175,36.585801423715964,-121.75711952000312,0,1,6220.859,0.035641845,5,1,false,false,2.7424,1.7221828,10.605366,-0.028328031,0.051450778,3
51.258373,0.024927357,36.58579448455665,-121.75712376627405,0,1,6227.6665,0.033898693,5,1,false,false,2.5806375,1.7341726,10.190041,-0.02747853,0.04971998,3
51.276287,0.025166627,36.585787635877026,-121.75712790069332,0,1,6230.455,0.032542612,5,1,false,false,2.344021,1.7754939,10.120849,-0.02666112,0.046446893,3
51.294746,0.025405955,36.58578069671771,-121.75713214696427,0,1,6233.17,0.030411849,5,1,false,false,2.5036001,1.8013077,10.3200245,-0.025895458,0.044649057,3
51.313198,0.02564536,36.585773757833415,-121.75713628138354,0,1,6234.824,0.028087277,5,1,false,false,2.2833874,1.7788029,10.3636055,-0.025158517,0.04222407,3
51.331505,0.025884843,36.585766908878774,-121.75714041614383,0,1,6235.933,0.028474893,5,1,false,false,2.1017318,1.7952673,10.364836,-0.024453355,0.040235184,3
51.349945,0.02612441,36.58575996999448,-121.7571445505631,0,1,6239.8877,0.027312426,5,1,false,false,2.0850039,1.7845814,10.298774,-0.023784302,0.038091484,3
